source_id	target_id
62560	116816
62560	480838
62560	321093
62560	256247
62560	467116
62560	193152
62560	116559
62560	155140
62560	210914
62560	149551
62560	311225
62560	338613
62560	320875
62560	200303
62560	425452
62560	193572
62560	321564
62560	425003
62560	409815
96556	351091
96556	239325
96556	357008
96556	374376
96556	309155
96556	342048
96556	135478
96556	200299
96556	338783
96556	481723
96556	301211
96556	481848
96556	298939
96556	106143
96556	208906
96556	437980
96556	27284
96556	5130
96556	209156
96556	266594
97000	236153
97000	2004
97000	165094
97000	381868
97000	435675
97000	429934
97000	45097
97000	81546
97000	158882
97000	341809
97000	369880
97000	39472
97000	87354
97000	163389
97000	187686
97000	212834
97000	235778
97000	301108
97000	343658
97000	465453
105587	288283
105587	441265
105587	194943
105587	408450
105587	453519
105587	34804
105587	286259
105587	52408
105587	55867
105587	186841
105587	195830
105587	345965
105587	29266
105587	350017
105587	458953
105587	3886
105587	28320
105587	97031
105587	69115
105587	107929
109969	138732
109969	449230
109969	91888
109969	443747
109969	167326
109969	446859
109969	165339
109969	421094
109969	205908
109969	186082
109969	224648
109969	472771
109969	473244
109969	228141
109969	238853
109969	355613
109969	360187
109969	64502
109969	125419
109969	343832
130887	283813
130887	211238
130887	307277
130887	368611
130887	371383
130887	130009
130887	439954
130887	128065
130887	126432
130887	317184
130887	35743
130887	141143
130887	208119
130887	359584
130887	129705
130887	106332
130887	343585
130887	10477
130887	254385
130887	328270
147430	229571
147430	360923
147430	346032
147430	356533
147430	425063
147430	278026
147430	466071
147430	80789
147430	93692
147430	458044
147430	474072
147430	60441
147430	131500
147430	50458
147430	81277
147430	66142
147430	402628
147430	414898
147430	103867
147430	73719
157489	306819
157489	338972
157489	422806
157489	287414
157489	327373
157489	341111
157489	266592
157489	213638
157489	339860
157489	18476
157489	54410
157489	407261
157489	434318
157489	189048
157489	454934
157489	483051
157489	471533
157489	114028
157489	331913
157489	74954
170901	279499
170901	361376
170901	44900
170901	110149
170901	198148
170901	365398
170901	302080
170901	31772
170901	66211
170901	218235
170901	252784
170901	479452
170901	472510
170901	19911
170901	46228
170901	259410
170901	352066
170901	292696
170901	77041
170901	109904
178244	158018
178244	146211
178244	245989
178244	129658
178244	124686
178244	10104
178244	64343
178244	50809
178244	383330
178244	172245
178244	318905
178244	340511
178244	428793
178244	150176
178244	36751
178244	399651
178244	13245
178244	269599
178244	339813
178244	484366
180411	460994
180411	473158
180411	233586
180411	362526
180411	103444
180411	318033
180411	51184
180411	34521
180411	230077
180411	331172
180411	395782
180411	62436
180411	17595
180411	55421
180411	287174
180411	394922
180411	284852
180411	389630
180411	397151
180411	421963
188481	72139
188481	161885
188481	192963
188481	252891
188481	261614
188481	375157
188481	154069
188481	270209
188481	63584
188481	25399
188481	5668
188481	65276
188481	39438
188481	45298
188481	80794
188481	88635
188481	88885
188481	130783
188481	109499
188481	101461
194912	33573
194912	444873
194912	12995
194912	260556
194912	425562
194912	249581
194912	357675
194912	125070
194912	165733
194912	485335
194912	328761
194912	283031
194912	409910
194912	477582
194912	69492
194912	277597
194912	404648
194912	241379
194912	90645
194912	253284
198100	3380
198100	53153
198100	40493
198100	60655
198100	34574
198100	73433
198100	129848
198100	155542
198100	158627
198100	163267
198100	149154
198100	170611
198100	175904
198100	209828
198100	259817
198100	310962
198100	318752
198100	301539
198100	307340
198100	333476
209500	215415
209500	435390
209500	476102
209500	441543
209500	184699
209500	76574
209500	188172
209500	305899
209500	413605
209500	111269
209500	282416
209500	314991
209500	410923
209500	289538
209500	394404
209500	332248
209500	125936
209500	268895
209500	409410
209500	433012
215415	209500
215415	435390
215415	476102
215415	282416
215415	305899
215415	413605
215415	268895
215415	76574
215415	34800
215415	286981
215415	303278
215415	43778
215415	111269
215415	137926
215415	294305
215415	326434
215415	289538
215415	394404
215415	474937
215415	433012
238209	52587
238209	216874
238209	384169
238209	450982
238209	97593
238209	234661
238209	281954
238209	40115
238209	270700
238209	272696
238209	161180
238209	67802
238209	200001
238209	353553
238209	396405
238209	443439
238209	472034
238209	392382
238209	467751
238209	319041
246035	281855
246035	421575
246035	220030
246035	394726
246035	155075
246035	31117
246035	58625
246035	200049
246035	122991
246035	484740
246035	230904
246035	338758
246035	383442
246035	182035
246035	213518
246035	55504
246035	168022
246035	97619
246035	222156
246035	353983
247997	263285
247997	6062
247997	109267
247997	200145
247997	163389
247997	235778
247997	343658
247997	145261
247997	45097
247997	69291
247997	158882
247997	341809
247997	369880
247997	429934
247997	39472
247997	87354
247997	187686
247997	212834
247997	236153
247997	301108
261419	3684
261419	56981
261419	84254
261419	109561
261419	193163
261419	438558
261419	432677
261419	172504
261419	288910
261419	311689
261419	23544
261419	461960
261419	77448
261419	125814
261419	383945
261419	206919
261419	376708
261419	472401
261419	79757
261419	309602
276555	391952
276555	384636
276555	105418
276555	121572
276555	357076
276555	226968
276555	14250
276555	78545
276555	128316
276555	142543
276555	192800
276555	172401
276555	236990
276555	401792
276555	413734
276555	446581
276555	482169
276555	258894
276555	402833
276555	430858
279555	15418
279555	173390
279555	331722
279555	433868
279555	480969
279555	78644
279555	316603
279555	42704
279555	217675
279555	438299
279555	8986
279555	11893
279555	90523
279555	90387
279555	204449
279555	221789
279555	260418
279555	232545
279555	381983
279555	400628
281603	357743
281603	347248
281603	127478
281603	147420
281603	472094
281603	323664
281603	148472
281603	217851
281603	308145
281603	388437
281603	458554
281603	449275
281603	469628
281603	467787
281603	29266
281603	190360
281603	88588
281603	89461
281603	292276
281603	288283
286775	55675
286775	474217
286775	245007
286775	477836
286775	360360
286775	412702
286775	37953
286775	118348
286775	236506
286775	147327
286775	81689
286775	460103
286775	284732
286775	407868
286775	477967
286775	298859
286775	394091
286775	335021
286775	267
286775	9798
299355	313846
299355	480297
299355	82342
299355	427765
299355	479773
299355	54420
299355	77457
299355	476889
299355	234849
299355	443161
299355	450319
299355	314903
299355	49374
299355	406689
299355	442795
299355	7992
299355	193112
299355	450123
299355	179337
299355	262238
303297	29475
303297	51991
303297	96811
303297	73586
303297	203470
303297	190360
303297	9192
303297	76522
303297	150221
303297	227298
303297	385371
303297	347593
303297	468974
303297	129450
303297	13389
303297	96858
303297	72434
303297	202749
303297	444006
303297	82360
309796	174799
309796	211091
309796	413312
309796	192985
309796	273007
309796	143435
309796	106911
309796	437789
309796	295851
309796	476514
309796	468162
309796	241040
309796	289407
309796	347008
309796	172367
309796	361487
309796	48087
309796	100933
309796	123272
309796	146110
322697	219824
322697	190312
322697	207034
322697	201333
322697	265220
322697	349500
322697	402447
322697	455990
322697	5643
322697	28343
322697	159510
322697	291320
322697	418016
322697	461012
322697	320245
322697	56531
322697	24311
322697	29604
322697	200159
322697	169683
358093	247957
358093	308626
358093	229090
358093	76562
358093	152190
358093	368128
358093	81029
358093	173039
358093	146079
358093	449089
358093	428250
358093	324008
358093	79938
358093	104692
358093	212551
358093	270666
358093	278963
358093	332697
358093	128283
358093	226971
367410	748
367410	231052
367410	68798
367410	365055
367410	93053
367410	116445
367410	162966
367410	43059
367410	192511
367410	270971
367410	335307
367410	389096
367410	130216
367410	2899
367410	396494
367410	277858
367410	394544
367410	16555
367410	168664
367410	221286
373991	53235
373991	343374
373991	61093
373991	50655
373991	172922
373991	257663
373991	289107
373991	297029
373991	394407
373991	417713
373991	213256
373991	442855
373991	151193
373991	140074
373991	252319
373991	396102
373991	474569
373991	21140
373991	80459
373991	135756
378273	102104
378273	103718
378273	167234
378273	64731
378273	108201
378273	29772
378273	84841
378273	128018
378273	420164
378273	208940
378273	306401
378273	143619
378273	145566
378273	179929
378273	175767
378273	218175
378273	239417
378273	257439
378273	281957
378273	398226
397450	8994
397450	72125
397450	316932
397450	51184
397450	395782
397450	27061
397450	43432
397450	93547
397450	118135
397450	146613
397450	136483
397450	187514
397450	216508
397450	212039
397450	318288
397450	368368
397450	480764
397450	233018
397450	240062
397450	34521
400484	51036
400484	36322
400484	230640
400484	287343
400484	150221
400484	227298
400484	320184
400484	368810
400484	408652
400484	240485
400484	258221
400484	229466
400484	57359
400484	271843
400484	266283
400484	365871
400484	444006
400484	362654
400484	415802
400484	78132
402272	6320
402272	158139
402272	417673
402272	162946
402272	180230
402272	134229
402272	214271
402272	306234
402272	41895
402272	105045
402272	187857
402272	72107
402272	120509
402272	427910
402272	29052
402272	117229
402272	118057
402272	175509
402272	175257
402272	204340
408519	163456
408519	437380
408519	156614
408519	189769
408519	479265
408519	108490
408519	212843
408519	477246
408519	87722
408519	207839
408519	232169
408519	29992
408519	100498
408519	113445
408519	34852
408519	375736
408519	327016
408519	207137
408519	261382
408519	243209
430604	110308
430604	459966
430604	83472
430604	466269
430604	61788
430604	197275
430604	18615
430604	146626
430604	453006
430604	7474
430604	58087
430604	89273
430604	445116
430604	151456
430604	3632
430604	17623
430604	152347
430604	384678
430604	383903
430604	146306
453004	209424
453004	211091
453004	413312
453004	172154
453004	476514
453004	273007
453004	174799
453004	240447
453004	407627
453004	432147
453004	105678
453004	401792
453004	126099
453004	347008
453004	383571
453004	414282
453004	416815
453004	459313
453004	85235
453004	371948
454748	312796
454748	71781
454748	413605
454748	330762
454748	472628
454748	66296
454748	78909
454748	111269
454748	301333
454748	482630
454748	230540
454748	332866
454748	425164
454748	46672
454748	50092
454748	125936
454748	142447
454748	459285
454748	303278
454748	34800
462743	382288
462743	477139
462743	443485
462743	351788
462743	167968
462743	104668
462743	133582
462743	389835
462743	275047
462743	107700
462743	466028
462743	238832
462743	312675
462743	475206
462743	3793
462743	455777
462743	342664
462743	186970
462743	290879
462743	279877
464543	410013
464543	448156
464543	172603
464543	385358
464543	162655
464543	366437
464543	64251
464543	130273
464543	143652
464543	244734
464543	286258
464543	26002
464543	55047
464543	93211
464543	287124
464543	133055
464543	245445
464543	284553
464543	327761
464543	69919
