source_id	target_id
109969	184374
109969	193900
109969	99172
109969	402044
109969	186082
109969	461723
109969	111205
109969	355613
109969	179892
130887	317184
130887	126432
130887	167421
130887	338963
130887	233018
130887	324629
130887	240062
130887	128065
130887	284852
130887	307277
130887	211238
130887	400460
130887	328878
130887	368611
130887	371383
130887	193449
130887	46123
130887	70487
130887	168141
130887	389696
147430	112970
147430	58860
147430	425220
147430	470431
147430	367553
147430	332209
147430	431839
147430	482926
147430	267204
147430	416396
147430	92501
147430	276957
147430	411858
147430	104482
147430	62567
147430	434386
147430	111965
147430	98472
147430	439165
147430	178320
157489	422806
157489	306819
157489	483051
157489	160238
157489	299752
157489	166111
157489	401285
157489	287414
157489	33762
157489	338972
157489	159291
157489	230195
157489	45644
157489	180867
157489	147246
157489	466378
157489	189710
157489	356181
157489	392523
157489	329224
170901	279499
170901	66211
170901	218235
170901	357841
170901	479452
170901	295869
170901	110149
170901	365398
170901	26827
170901	241697
170901	252784
170901	65559
170901	106407
170901	381620
170901	19911
170901	46228
170901	189433
170901	82312
170901	232980
170901	243085
178244	158018
178244	340511
178244	428793
178244	485630
178244	484366
178244	124686
178244	129658
178244	146211
178244	245989
178244	150176
178244	339813
178244	64343
178244	10104
178244	172245
178244	318905
178244	244828
178244	243141
178244	305637
178244	50809
178244	383330
180411	331172
180411	34521
180411	230077
180411	118135
180411	316932
180411	136483
180411	395782
180411	51184
180411	103444
180411	460994
180411	473158
180411	284852
180411	187514
180411	8994
180411	311263
180411	27061
180411	397450
180411	401408
180411	63853
180411	26035
188481	261614
188481	164514
188481	63584
188481	203190
188481	5668
188481	359962
188481	432217
188481	130783
188481	365377
188481	27841
188481	147005
188481	433532
188481	437633
188481	481654
188481	254695
188481	252891
188481	375157
188481	64878
188481	192963
188481	443140
194912	444873
194912	33573
194912	328761
194912	425562
194912	260556
194912	12995
194912	433551
194912	403402
194912	418009
194912	249581
194912	357675
194912	393604
194912	380964
194912	172265
194912	192083
194912	241379
194912	66916
194912	340490
194912	19045
194912	232526
198100	129848
198100	34574
198100	473253
198100	464978
198100	158627
198100	3380
198100	73433
198100	149154
198100	318752
198100	175904
198100	40493
198100	310962
198100	423848
198100	53153
198100	391453
198100	259817
198100	333476
198100	301539
198100	60655
198100	209828
209500	273908
209500	183688
209500	257672
209500	313278
209500	220402
209500	483100
209500	269805
209500	369919
209500	81798
209500	46081
209500	25048
209500	479980
209500	272642
209500	328545
209500	421816
209500	300828
209500	442016
209500	308530
209500	415587
209500	202973
215415	42209
215415	437638
215415	189315
215415	220146
215415	57404
215415	66678
215415	291611
215415	294745
215415	379038
215415	125428
215415	48890
215415	318129
215415	79632
215415	158354
215415	204858
215415	421749
215415	189939
215415	365197
215415	187985
215415	17185
238209	472034
238209	90955
238209	295109
238209	51915
238209	213800
238209	253431
238209	340105
238209	155726
238209	154127
238209	366608
238209	195764
238209	145035
238209	162185
238209	356
238209	28765
238209	198264
238209	439754
238209	382410
238209	175053
238209	410541
246035	156848
246035	220030
246035	394726
246035	286102
246035	347557
246035	291962
246035	281855
246035	421575
246035	48921
246035	76803
246035	400374
246035	181928
246035	5010
246035	380046
246035	201393
246035	73769
246035	404874
246035	209335
246035	50908
246035	109108
247997	263285
247997	235778
247997	6062
247997	200145
247997	168331
247997	81546
247997	341809
247997	381120
247997	356997
247997	369880
247997	429934
247997	109267
247997	481459
247997	126870
247997	103390
247997	69291
247997	405895
247997	243144
247997	456331
247997	39472
261419	193163
261419	84254
261419	380519
261419	378402
261419	86990
261419	138345
261419	97772
261419	302175
261419	272770
261419	4427
261419	44214
261419	250403
261419	320506
261419	56981
261419	315093
261419	158738
261419	172504
261419	341700
261419	11554
261419	432677
276555	177183
276555	371948
276555	116763
276555	379612
276555	48598
276555	403163
276555	315578
276555	14616
276555	26478
276555	253699
276555	298091
276555	474236
276555	157616
276555	11927
276555	79965
276555	88375
276555	270350
276555	405593
276555	122224
276555	205666
279555	331164
279555	25973
279555	361129
279555	42704
279555	217675
279555	134142
279555	84022
279555	312805
279555	168784
279555	290460
279555	193520
279555	326347
279555	334968
279555	319723
279555	315408
279555	58250
279555	1415
279555	422542
279555	318835
279555	342867
281603	398203
281603	127478
281603	212802
281603	420931
281603	320761
281603	347248
281603	219335
281603	396737
281603	149265
281603	389254
281603	212707
281603	147420
281603	472094
281603	436670
281603	177379
281603	216477
281603	255272
281603	129307
281603	414343
281603	473005
286775	55675
286775	474217
286775	360360
286775	394091
286775	477836
286775	147327
286775	236506
286775	37953
286775	118348
286775	8633
286775	447684
286775	138624
286775	202416
286775	433443
286775	412702
286775	54597
286775	245007
286775	78353
286775	392760
286775	343890
299355	356693
299355	376924
299355	480297
299355	82342
299355	210195
299355	352817
299355	420919
299355	437818
299355	287505
299355	79233
299355	275382
299355	233450
299355	306014
299355	104572
299355	444583
299355	18632
299355	54420
299355	199137
299355	152295
299355	417666
303297	362405
303297	46763
303297	277615
303297	96811
303297	204042
303297	319717
303297	469014
303297	8971
303297	186489
303297	433196
303297	96858
303297	277555
303297	409411
303297	8668
303297	296070
303297	203470
303297	392538
303297	15584
303297	224401
303297	468542
309796	131662
309796	383571
309796	110216
309796	216930
309796	328750
309796	174799
309796	86771
309796	143086
309796	453004
309796	277395
309796	224880
309796	121633
309796	48209
309796	32846
309796	88182
309796	423241
309796	225516
309796	19982
309796	79969
309796	230313
322697	219824
322697	47931
322697	402447
322697	201333
322697	265220
322697	190312
322697	455990
322697	461012
322697	159510
322697	291320
322697	29604
322697	418016
322697	5643
322697	24311
322697	349500
322697	439734
322697	348284
322697	169683
322697	96319
322697	57825
358093	428319
358093	368128
358093	152190
358093	76562
358093	295838
358093	237679
358093	128012
358093	68560
358093	336371
358093	200644
358093	479523
358093	438935
358093	228304
358093	183499
358093	29531
358093	247957
358093	308626
358093	324008
358093	229090
358093	81931
367410	748
367410	192511
367410	455731
367410	365055
367410	282774
367410	169984
367410	116445
367410	69284
367410	484813
367410	191828
367410	175717
367410	43059
367410	335307
367410	389096
367410	270971
367410	237462
367410	278239
367410	283564
367410	313078
367410	102303
373991	53235
373991	297029
373991	394407
373991	331120
373991	61093
373991	151193
373991	81980
373991	229474
373991	257663
373991	135756
373991	140074
373991	267511
373991	50655
373991	408432
373991	221363
373991	41248
373991	23596
373991	21140
373991	252319
373991	213256
378273	108201
378273	64731
378273	103718
378273	29772
378273	128018
378273	167234
378273	102104
378273	420164
378273	84841
378273	214184
378273	393203
378273	162838
378273	207688
378273	281957
378273	10021
378273	267492
378273	282855
378273	199767
378273	324686
378273	15470
397450	118135
397450	316932
397450	187514
397450	8994
397450	136483
397450	395782
397450	51184
397450	72125
397450	27061
397450	369046
397450	383078
397450	331172
397450	413165
397450	51746
397450	34521
397450	230077
397450	63853
397450	442883
397450	7617
397450	264192
400484	51036
400484	36322
400484	376885
400484	250000
400484	416181
400484	453887
400484	368810
400484	227298
400484	150221
400484	231540
400484	188281
400484	230640
400484	214136
400484	287343
400484	203825
400484	248455
400484	129160
400484	407205
400484	466757
400484	32865
402272	29052
402272	117229
402272	410012
402272	118057
402272	6320
402272	158139
402272	278298
402272	180230
402272	417673
402272	42798
402272	384084
402272	338188
402272	409145
402272	456782
402272	390115
402272	26595
402272	348851
402272	453404
402272	238644
402272	134229
408519	163456
408519	437380
408519	284633
408519	303109
408519	226718
408519	479265
408519	129048
408519	178735
408519	308310
408519	212871
408519	156661
408519	328088
408519	97913
408519	455568
408519	186113
408519	246429
408519	483645
408519	232763
408519	205399
408519	371022
430604	106634
430604	462354
430604	353454
430604	110308
430604	459966
430604	232352
430604	936
430604	134313
430604	72385
430604	388195
430604	301706
430604	267315
430604	299557
430604	467083
430604	61788
430604	40907
430604	119429
430604	459603
430604	63265
430604	4249
453004	173879
453004	209424
453004	110216
453004	383571
453004	216930
453004	224880
453004	230313
453004	423241
453004	328750
453004	273007
453004	309796
453004	86771
453004	70353
453004	174799
453004	238502
453004	88182
453004	81126
453004	211091
453004	413312
453004	277395
454748	336940
454748	258081
454748	409511
454748	275709
454748	50579
454748	458734
454748	363875
454748	59060
454748	282397
454748	107613
454748	453630
454748	335014
454748	20680
454748	428139
454748	419848
454748	26218
454748	144490
454748	431226
454748	292646
454748	170556
462743	382288
462743	477139
462743	42904
462743	206932
462743	461539
462743	409643
462743	132926
462743	183502
462743	101274
462743	265253
462743	278339
462743	446070
462743	275047
462743	386728
462743	3793
462743	111519
462743	43495
462743	159904
462743	401337
462743	245583
464543	244734
464543	161386
464543	448156
464543	410013
464543	143652
464543	411790
464543	381993
464543	389024
464543	177906
464543	263116
464543	117972
464543	231552
464543	305023
464543	293986
464543	417788
464543	211227
464543	328901
464543	54660
464543	197440
464543	87128
