source_id	target_id
62560	116816
62560	155140
62560	425452
62560	467116
62560	321093
62560	256247
62560	149551
62560	71274
62560	435437
62560	193572
62560	320108
62560	418099
62560	457328
62560	403617
62560	338613
62560	313451
62560	320875
62560	425003
62560	386023
96556	374376
96556	298939
96556	357008
96556	209156
96556	212171
96556	320626
96556	279543
96556	449901
96556	423274
96556	182501
96556	127624
96556	289911
96556	127595
96556	166198
96556	314807
96556	363297
96556	75754
96556	412804
96556	239325
96556	481723
97000	236153
97000	2004
97000	165094
97000	381868
97000	454382
97000	435675
97000	429934
97000	478677
97000	20246
97000	67041
97000	343658
97000	81546
97000	187686
97000	212834
97000	7436
97000	187095
97000	194833
97000	130779
97000	330277
97000	217418
105587	267533
105587	453519
105587	55867
105587	195830
105587	186841
105587	458953
105587	403193
105587	97031
105587	449808
105587	3886
105587	362895
105587	107929
105587	182179
105587	243628
105587	28320
105587	69115
105587	194943
105587	118921
105587	106766
105587	359052
109969	138732
109969	224648
109969	449230
109969	238853
109969	360187
109969	165339
109969	443747
109969	167326
109969	363493
109969	292472
109969	421094
109969	236355
109969	295525
109969	473244
109969	343832
109969	310990
109969	210697
109969	474080
109969	440598
109969	355613
130887	284852
130887	343585
130887	106332
130887	190178
130887	283813
130887	471588
130887	254385
130887	403681
130887	253233
130887	371383
130887	368611
130887	211238
130887	307277
130887	311263
130887	359584
130887	208119
130887	134935
130887	6440
130887	317184
130887	126432
147430	360923
147430	339819
147430	346032
147430	474072
147430	458044
147430	66142
147430	402628
147430	338565
147430	103867
147430	364151
147430	475862
147430	148430
147430	388947
147430	449154
147430	356533
147430	166006
147430	10154
147430	449255
147430	75500
147430	308819
157489	306819
157489	54410
157489	407261
157489	338972
157489	454934
157489	422806
157489	341111
157489	327373
157489	445539
157489	372964
157489	70429
157489	465032
157489	273547
157489	447376
157489	371415
157489	415759
157489	321583
157489	472038
157489	420306
157489	322210
170901	352066
170901	329033
170901	36616
170901	68235
170901	3886
170901	16073
170901	345753
170901	228992
170901	114749
170901	408214
170901	21998
170901	213975
170901	433696
170901	480706
170901	358204
170901	400478
170901	159726
170901	468222
170901	304149
170901	20850
178244	383330
178244	50809
178244	430342
178244	219423
178244	214956
178244	100035
178244	222212
178244	432500
178244	389568
178244	362468
178244	61504
178244	343779
178244	312595
178244	158018
178244	219033
178244	159321
178244	399651
178244	485630
178244	392257
178244	388180
180411	460994
180411	362526
180411	473158
180411	233586
180411	103444
180411	369046
180411	157597
180411	264455
180411	51746
180411	413165
180411	1192
180411	8994
180411	27061
180411	389630
180411	62436
180411	394922
180411	55421
180411	479769
180411	318033
180411	287174
188481	161885
188481	261614
188481	72139
188481	174597
188481	229638
188481	304909
188481	5668
188481	406065
188481	373812
188481	122963
188481	401508
188481	152084
188481	354457
188481	262089
188481	442064
188481	465511
188481	226036
188481	101461
188481	192963
188481	154069
194912	33573
194912	444873
194912	425562
194912	260556
194912	125070
194912	357675
194912	249581
194912	165733
194912	277597
194912	69492
194912	409910
194912	12995
194912	485335
194912	328761
194912	283031
194912	477582
194912	359883
194912	232374
194912	433551
194912	241379
198100	170611
198100	301539
198100	163267
198100	209828
198100	259817
198100	333476
198100	155542
198100	419503
198100	423848
198100	310962
198100	148412
198100	307340
198100	391453
198100	129848
198100	149154
198100	40493
198100	175904
198100	60655
198100	253563
198100	73433
209500	215415
209500	409410
209500	209859
209500	413605
209500	474937
209500	444429
209500	103624
209500	435390
209500	305899
209500	385034
209500	373272
209500	282416
209500	476102
209500	207969
209500	22587
209500	41729
209500	111269
209500	332248
209500	394404
209500	76574
215415	209500
215415	209859
215415	435390
215415	413605
215415	282416
215415	305899
215415	476102
215415	294305
215415	474937
215415	286981
215415	301333
215415	444400
215415	46672
215415	253424
215415	433012
215415	41729
215415	111269
215415	78909
215415	182126
215415	394404
238209	40115
238209	97593
238209	67802
238209	340006
238209	428339
238209	43053
238209	260857
238209	439340
238209	136667
238209	430400
238209	417350
238209	465635
238209	419599
238209	480018
238209	272195
238209	459650
238209	375490
238209	268638
238209	308359
238209	31960
246035	421575
246035	281855
246035	155075
246035	213518
246035	325467
246035	484740
246035	338758
246035	230904
246035	220030
246035	394726
246035	182035
246035	55504
246035	168022
246035	97619
246035	222156
246035	81158
246035	274479
246035	185361
246035	471762
246035	246508
247997	263285
247997	247997
247997	343658
247997	109267
247997	381868
247997	200145
247997	429934
247997	145261
247997	341809
247997	235778
247997	435675
247997	264230
247997	6062
247997	87354
247997	247058
247997	24173
247997	16109
247997	301108
247997	465453
247997	212834
261419	109561
261419	56981
261419	77448
261419	438558
261419	193163
261419	84254
261419	172504
261419	440145
261419	311689
261419	288910
261419	192775
261419	102835
261419	432677
261419	376708
261419	351003
261419	250903
261419	443969
261419	402598
261419	79757
261419	472401
276555	401792
276555	384636
276555	413734
276555	294684
276555	459161
276555	209424
276555	413312
276555	142543
276555	226968
276555	166999
276555	360167
276555	478603
276555	192800
276555	128316
276555	14250
276555	105418
276555	211091
276555	172401
276555	482169
276555	211463
279555	438299
279555	392382
279555	232545
279555	316603
279555	260418
279555	331722
279555	433868
279555	90523
279555	400628
279555	467731
279555	319041
279555	239218
279555	62717
279555	217675
279555	42704
279555	414727
279555	90387
279555	204449
279555	445678
279555	173390
281603	449275
281603	467787
281603	127478
281603	229223
281603	115091
281603	211944
281603	472094
281603	212802
281603	420931
281603	310203
281603	357743
281603	347248
281603	351632
281603	473005
281603	94887
281603	389254
281603	388437
281603	194257
281603	148472
281603	469628
286775	55675
286775	245007
286775	169533
286775	29670
286775	436338
286775	396659
286775	394091
286775	474217
286775	229352
286775	162329
286775	277287
286775	163083
286775	9798
286775	475753
286775	209982
286775	228060
286775	41666
286775	419404
286775	241955
286775	118151
299355	82342
299355	480297
299355	450319
299355	54420
299355	442795
299355	406689
299355	476889
299355	351062
299355	420919
299355	7992
299355	193112
299355	450123
299355	262238
299355	363208
299355	179337
299355	309476
299355	88954
299355	313846
299355	54385
299355	46026
303297	15001
303297	45741
303297	150221
303297	227298
303297	9192
303297	412700
303297	444006
303297	202749
303297	319883
303297	82360
303297	316333
303297	83183
303297	80053
303297	226340
303297	69686
303297	183038
303297	122730
303297	266136
303297	180191
303297	237533
309796	413312
309796	106911
309796	437789
309796	211091
309796	273007
309796	476514
309796	123272
309796	163594
309796	198440
309796	440802
309796	342610
309796	406614
309796	146784
309796	146110
309796	459839
309796	454022
309796	464059
309796	460493
309796	305106
309796	48087
322697	219824
322697	349500
322697	402447
322697	265220
322697	201333
322697	455990
322697	190312
322697	159510
322697	461012
322697	291320
322697	24311
322697	311219
322697	56531
322697	96319
322697	418016
322697	29604
322697	258528
322697	95615
322697	316688
322697	192772
358093	228304
358093	229090
358093	308626
358093	247957
358093	485648
358093	235630
358093	77075
358093	320839
358093	97788
358093	212551
358093	36451
358093	81029
358093	82715
358093	169161
358093	104692
358093	226424
358093	278963
358093	454215
358093	142504
358093	208038
367410	748
367410	231052
367410	365055
367410	130216
367410	116445
367410	16555
367410	168664
367410	396494
367410	455731
367410	192511
367410	270971
367410	313056
367410	427172
367410	277858
367410	62985
367410	155592
367410	43059
367410	335307
367410	389096
367410	282774
373991	343374
373991	172922
373991	417713
373991	53235
373991	213256
373991	442855
373991	295094
373991	21140
373991	297029
373991	61093
373991	289107
373991	151193
373991	50655
373991	394407
373991	267511
373991	252319
373991	396102
373991	41248
373991	257663
373991	474569
378273	84841
378273	420164
378273	108201
378273	128018
378273	103718
378273	102104
378273	167234
378273	64731
378273	427061
378273	336001
378273	29772
378273	106190
378273	234558
378273	349841
378273	402338
378273	86778
378273	53669
378273	24187
378273	14836
378273	270484
397450	72125
397450	316932
397450	395782
397450	51184
397450	136483
397450	118135
397450	187514
397450	233018
397450	27061
397450	331172
397450	240062
397450	34521
397450	8994
397450	230077
397450	440131
397450	372469
397450	214318
397450	193931
397450	305978
397450	280863
400484	287343
400484	230640
400484	227298
400484	150221
400484	368810
400484	51036
400484	471070
400484	214136
400484	175743
400484	330171
400484	216491
400484	365871
400484	57359
400484	31224
400484	444006
400484	401267
400484	266283
400484	271843
400484	240485
400484	258221
402272	306234
402272	158139
402272	180230
402272	408930
402272	162946
402272	374874
402272	16618
402272	118057
402272	380120
402272	72107
402272	204340
402272	187857
402272	417673
402272	170348
402272	148914
402272	330181
402272	33647
402272	243005
402272	41895
402272	34322
408519	163456
408519	108490
408519	212843
408519	87722
408519	232169
408519	113445
408519	375736
408519	327016
408519	17656
408519	273112
408519	115900
408519	277982
408519	311084
408519	392106
408519	96714
408519	47040
408519	7919
408519	437380
408519	33275
408519	3651
430604	101833
430604	466269
430604	197275
430604	384678
430604	459966
430604	110308
430604	320734
430604	383903
430604	146626
430604	373197
430604	65217
430604	469393
430604	144377
430604	129481
430604	333367
430604	453006
430604	7474
430604	445116
430604	89273
430604	58087
453004	209424
453004	413312
453004	211091
453004	172154
453004	334159
453004	401792
453004	295851
453004	476514
453004	383571
453004	273007
453004	478603
453004	423241
453004	259718
453004	238502
453004	376985
453004	33819
453004	432147
453004	152722
453004	78324
453004	451806
454748	111269
454748	312796
454748	66296
454748	435390
454748	482630
454748	164009
454748	78909
454748	79362
454748	303278
454748	34800
454748	142447
454748	229264
454748	332866
454748	341093
454748	474744
454748	182896
454748	125936
454748	241116
454748	472628
454748	376145
462743	382288
462743	477139
462743	443485
462743	167968
462743	104668
462743	133582
462743	466028
462743	107700
462743	475206
462743	186970
462743	290879
462743	279877
462743	207838
462743	76284
462743	440201
462743	397751
462743	249956
462743	39012
462743	83798
462743	313150
464543	448156
464543	410013
464543	143652
464543	293986
464543	133055
464543	231552
464543	411790
464543	172603
464543	385358
464543	244734
464543	162655
464543	366437
464543	64251
464543	286258
464543	130273
464543	26002
464543	93211
464543	55047
464543	287124
464543	284553
